日期,代號,名稱,市場,產業,收盤價,AI總分,技術分,籌碼分,風險分,量比,法人單日買賣超,法人近3日買賣超,融資變化,融券變化,籌碼狀態,AI進場判斷,停損參考,壓力參考,技術面原因,技術風險,籌碼面原因,籌碼風險,5日乖離率,20日乖離率,突破20日高點
2026-06-18,6182,合晶,未知,半導體業,120.0,72.0,100,60,40,1.78,1750811,6676228,3924,262,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,105.52,117.5,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超,融資大增，散戶追高風險,13.72,31.43,True
2026-06-18,2327,國巨*,未知,電子工業,1080.0,68.2,90,65,40,1.29,1772068,-1995662,-920,298,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,961.8,1000.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、融資減少，籌碼較乾淨,法人近3日合計賣超,12.29,33.52,True
2026-06-18,1303,南亞,未知,塑膠工業,139.0,66.5,90,60,40,1.42,823130,26050700,3557,27,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,120.8,126.5,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超,融資大增，散戶追高風險,15.07,33.04,True
2026-06-18,2492,華新科,未知,電子工業,561.0,60.5,95,35,40,3.88,2758000,-14525406,2710,-32,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,491.1,542.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、今日收漲,短線乖離過大、波段乖離過大,法人單日買超,法人近3日合計賣超、融資大增，散戶追高風險,14.23,35.0,True
2026-06-18,2344,華邦電,未知,半導體業,218.5,59.5,90,40,40,1.24,217385,-16243390,13377,1712,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,195.1,201.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、融券增加，可能有軋空動能,法人近3日合計賣超、融資大增，散戶追高風險,11.99,31.84,True
2026-06-18,3481,群創,未知,光電業,64.4,54.5,100,10,40,3.0,-5110089,-13517712,2931,2309,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,55.25,60.5,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,融券增加，可能有軋空動能,法人單日賣超、法人近3日合計賣超、融資大增，散戶追高風險,16.56,24.66,True
2026-06-18,3105,穩懋,未知,半導體業,528.0,55.8,75,50,30,1.59,0,0,0,0,未抓,偏多型：可觀察回測5日線或10日線,511.2,588.0,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大、今日收漲,爆量長上影,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,3.29,3.03,False
2026-06-18,2408,南亞科,未知,半導體業,459.5,65.0,90,50,20,1.33,-542383,14854326,-289,182,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,418.2,437.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,波段乖離過大,法人近3日合計買超,法人單日賣超,9.88,25.6,True
2026-06-18,2409,友達,未知,光電業,28.15,62.2,85,50,20,1.95,0,0,0,0,未抓,偏多型：可觀察回測5日線或10日線,25.18,29.6,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,11.8,14.89,False
2026-06-18,6488,環球晶,未知,半導體業,1110.0,48.5,60,50,20,1.27,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,1013.8,1145.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,9.49,23.57,False
2026-06-18,3008,大立光,未知,光電業,5195.0,48.5,60,50,20,0.78,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,4728.0,5310.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,9.88,29.83,False
2026-06-18,3665,貿聯-KY,未知,其他電子業,2100.0,43.0,50,50,20,1.71,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,2177.0,2430.0,站上10日線、站上20日線、成交量放大、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-3.54,1.3,False
2026-06-18,2454,聯發科,未知,半導體業,4390.0,37.5,40,50,20,1.2,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,4412.0,4970.0,站上10日線、站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.5,1.0,False
2026-06-18,2308,台達電,未知,電子工業,2150.0,21.0,10,50,20,1.21,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,2192.0,2585.0,站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-1.92,-6.6,False
