日期,代號,名稱,市場,產業,收盤價,AI總分,技術分,籌碼分,風險分,量比,法人單日買賣超,法人近3日買賣超,融資變化,融券變化,籌碼狀態,AI進場判斷,停損參考,壓力參考,技術面原因,技術風險,籌碼面原因,籌碼風險,5日乖離率,20日乖離率,突破20日高點
2026-06-17,6488,環球晶,未知,半導體業,1100.0,76.2,95,80,40,2.14,2605422,7332278,-77,80,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,949.0,1045.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超,籌碼無明顯風險,15.91,25.31,True
2026-06-17,6182,合晶,未知,半導體業,114.0,73.8,100,65,40,3.92,3733476,5607034,9818,2295,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,97.7,107.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超、融券增加，可能有軋空動能,融資大增，散戶追高風險,16.68,28.84,True
2026-06-17,1303,南亞,未知,塑膠工業,126.5,68.2,90,65,40,1.16,20544594,54126038,1133,680,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,112.38,123.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超、融券增加，可能有軋空動能,融資大增，散戶追高風險,12.56,24.15,True
2026-06-17,3008,大立光,未知,光電業,5145.0,68.0,80,80,40,1.38,770946,1394857,-91,8,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,4522.0,4860.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超,籌碼無明顯風險,13.78,31.43,True
2026-06-17,2408,南亞科,未知,半導體業,437.0,66.5,90,60,40,0.84,7033377,54430557,4434,158,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,394.3,432.5,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超,融資大增，散戶追高風險,10.83,22.23,True
2026-06-17,3026,禾伸堂,未知,電子工業,896.0,58.5,85,45,40,1.8,2299607,-1096064,398,0,已抓,偏多型：可觀察回測5日線或10日線,802.0,915.0,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,法人單日買超,法人近3日合計賣超、融資增加，籌碼略偏雜,11.72,38.05,False
2026-06-17,2337,旺宏,未知,半導體業,161.5,53.0,70,50,30,2.45,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,154.7,180.0,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大,爆量長上影,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,4.4,4.38,False
2026-06-17,2455,全新,未知,通信網路業,428.0,54.0,70,50,20,1.43,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,374.9,460.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,短線乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,14.16,8.01,False
2026-06-17,2344,華邦電,未知,半導體業,199.0,54.0,70,50,20,0.9,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,182.7,201.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,8.92,23.99,False
2026-06-17,2327,國巨*,未知,電子工業,984.0,54.0,70,50,20,0.72,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,914.2,1000.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,7.64,25.6,False
2026-06-17,3481,群創,未知,光電業,58.6,48.3,85,10,20,1.6,-629286,-11324583,32826,1102,已抓,偏多型：可觀察回測5日線或10日線,51.76,60.5,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大,融券增加，可能有軋空動能,法人單日賣超、法人近3日合計賣超、融資大增，散戶追高風險,13.21,16.11,False
2026-06-17,2603,長榮,未知,航運業,194.0,23.8,15,50,20,1.95,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,218.6,242.5,成交量放大,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-11.25,-12.1,False
2026-06-17,2308,台達電,未知,電子工業,2155.0,21.0,10,50,20,1.05,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,2194.0,2585.0,站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-1.78,-6.14,False
